AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
43100,Sheboygan Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.95,51900,22.96,47748,33735,41520,64876,77851,2022,2025-06-27 19:46:19.061802,Middle,Moderate Cost
43100,Sheboygan Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.81,47442,20.98,43646,30837,37953,59302,71163,2022,2025-06-27 19:46:19.061813,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9021,Construction Managers,Construction Managers,498,42.57,88536,39.16,81453,57548,70829,110670,132805,2022,2025-06-27 19:46:19.061819,High,High Cost
43100,Sheboygan Msa,29-1141,Registered Nurses,Registered Nurses,9262,36.06,75008,33.18,69008,48755,60007,93761,112513,2022,2025-06-27 19:46:19.061825,Middle,High Cost
43100,Sheboygan Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.61,36635,16.2,33705,23813,29308,45794,54953,2022,2025-06-27 19:46:19.061832,Low-Middle,Low Cost
43100,Sheboygan Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,14.1,29326,12.97,26980,19062,23461,36658,43989,2022,2025-06-27 19:46:19.061838,Low-Middle,Low Cost
43100,Sheboygan Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,12.35,25688,11.36,23632,16697,20550,32110,38532,2022,2025-06-27 19:46:19.061844,Low,Low Cost
43100,Sheboygan Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.97,24898,11.01,22906,16183,19918,31122,37347,2022,2025-06-27 19:46:19.061851,Low,Low Cost
43100,Sheboygan Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.83,28770,12.73,26468,18700,23016,35963,43155,2022,2025-06-27 19:46:19.061857,Low-Middle,Low Cost
43100,Sheboygan Msa,35-3011,Bartenders,Bartenders,2137,12.6,26204,11.59,24107,17032,20963,32755,39306,2022,2025-06-27 19:46:19.061864,Low,Low Cost
43100,Sheboygan Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.4,29942,13.24,27547,19462,23954,37428,44914,2022,2025-06-27 19:46:19.061872,Low-Middle,Low Cost
43100,Sheboygan Msa,41-2011,Cashiers,Cashiers,13537,11.86,24660,10.91,22687,16029,19728,30825,36990,2022,2025-06-27 19:46:19.061880,Low,Low Cost
43100,Sheboygan Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,17.11,35581,15.74,32735,23128,28465,44477,53372,2022,2025-06-27 19:46:19.061887,Low-Middle,Low Cost
43100,Sheboygan Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,15.21,31628,13.99,29097,20558,25302,39535,47442,2022,2025-06-27 19:46:19.061893,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,19.5,40561,17.94,37317,26365,32449,50702,60842,2022,2025-06-27 19:46:19.061900,Low-Middle,Moderate Cost
43100,Sheboygan Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.97,26973,11.93,24815,17532,21578,33716,40459,2022,2025-06-27 19:46:19.061906,Low,Low Cost
43100,Sheboygan Msa,47-2031,Carpenters,Carpenters,2565,25.2,52408,23.18,48215,34065,41926,65510,78612,2022,2025-06-27 19:46:19.061912,Middle,Moderate Cost
43100,Sheboygan Msa,47-2111,Electricians,Electricians,1710,29.75,61881,27.37,56931,40223,49505,77352,92822,2022,2025-06-27 19:46:19.061918,Middle,Moderate Cost
43100,Sheboygan Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,28.1,58455,25.86,53779,37996,46764,73069,87683,2022,2025-06-27 19:46:19.061924,Middle,Moderate Cost
43100,Sheboygan Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,21.38,44477,19.67,40918,28910,35581,55596,66715,2022,2025-06-27 19:46:19.061930,Low-Middle,Moderate Cost
43100,Sheboygan Msa,13-2011,Accountants,Accountants and Auditors,3135,32.63,67870,30.02,62440,44115,54296,84837,101805,2022,2025-06-27 19:46:19.061937,Middle,High Cost
43100,Sheboygan Msa,15-1252,Software Developers,Software Developers,2137,43.21,89876,39.75,82686,58419,71901,112345,134815,2022,2025-06-27 19:46:19.061945,High,High Cost
43100,Sheboygan Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,28.1,58455,25.86,53779,37996,46764,73069,87683,2022,2025-06-27 19:46:19.061951,Middle,Moderate Cost
43100,Sheboygan Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.47,50893,22.51,46821,33080,40714,63616,76339,2022,2025-06-27 19:46:19.061958,Middle,Moderate Cost
5500000,Wisconsin State,11-1021,General Managers,General and Operations Managers,25000,49.91,103809,45.92,95504,67475,83047,129761,155713,2023,2025-06-27 19:46:21.069619,High,High Cost
5500000,Wisconsin State,11-9051,Food Service Managers,Food Service Managers,8000,26.92,55998,24.77,51518,36398,44798,69997,83997,2023,2025-06-27 19:46:21.069638,Middle,Moderate Cost
5500000,Wisconsin State,11-9081,Retail Managers,Retail Sales Managers,12000,24.49,50937,22.53,46862,33109,40750,63672,76406,2023,2025-06-27 19:46:21.069651,Middle,Moderate Cost
5500000,Wisconsin State,11-9021,Construction Managers,Construction Managers,3500,46.37,96458,42.66,88741,62697,77166,120573,144687,2023,2025-06-27 19:46:21.069665,High,High Cost
5500000,Wisconsin State,29-1141,Registered Nurses,Registered Nurses,65000,39.48,82115,36.32,75545,53374,65692,102643,123172,2023,2025-06-27 19:46:21.069677,High,High Cost
5500000,Wisconsin State,31-9092,Medical Assistants,Medical Assistants,18000,19.19,39913,17.65,36720,25943,31931,49892,59870,2023,2025-06-27 19:46:21.069692,Low-Middle,Moderate Cost
5500000,Wisconsin State,31-1121,Home Health Aides,Home Health and Personal Care Aides,35000,15.58,32413,14.34,29820,21068,25930,40516,48620,2023,2025-06-27 19:46:21.069705,Low-Middle,Low Cost
5500000,Wisconsin State,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,45000,13.52,28121,12.44,25871,18279,22497,35152,42182,2023,2025-06-27 19:46:21.069717,Low-Middle,Low Cost
5500000,Wisconsin State,35-3031,Waiters Waitresses,Waiters and Waitresses,52000,13.17,27387,12.11,25196,17802,21910,34234,41081,2023,2025-06-27 19:46:21.069730,Low-Middle,Low Cost
5500000,Wisconsin State,35-2014,Cooks Restaurant,"Cooks, Restaurant",28000,15.14,31496,13.93,28976,20472,25196,39370,47244,2023,2025-06-27 19:46:21.069743,Low-Middle,Low Cost
5500000,Wisconsin State,35-3011,Bartenders,Bartenders,15000,13.66,28410,12.57,26138,18467,22728,35513,42616,2023,2025-06-27 19:46:21.069756,Low-Middle,Low Cost
5500000,Wisconsin State,41-2031,Retail Salespersons,Retail Salespersons,85000,15.53,32306,14.29,29722,20999,25845,40383,48460,2023,2025-06-27 19:46:21.069769,Low-Middle,Low Cost
5500000,Wisconsin State,41-2011,Cashiers,Cashiers,95000,12.98,26996,11.94,24836,17547,21597,33745,40495,2023,2025-06-27 19:46:21.069781,Low,Low Cost
5500000,Wisconsin State,43-4051,Customer Service Reps,Customer Service Representatives,42000,18.37,38203,16.9,35147,24832,30562,47754,57305,2023,2025-06-27 19:46:21.069797,Low-Middle,Moderate Cost
5500000,Wisconsin State,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",8500,16.33,33958,15.02,31241,22073,27166,42448,50937,2023,2025-06-27 19:46:21.069809,Low-Middle,Low Cost
5500000,Wisconsin State,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,5500,21.76,45258,20.02,41637,29418,36206,56573,67887,2023,2025-06-27 19:46:21.069821,Low-Middle,Moderate Cost
5500000,Wisconsin State,39-9011,Childcare Workers,Childcare Workers,25000,14.26,29670,13.12,27296,19285,23736,37087,44505,2023,2025-06-27 19:46:21.069834,Low-Middle,Low Cost
5500000,Wisconsin State,47-2031,Carpenters,Carpenters,18000,27.32,56821,25.13,52276,36934,45457,71027,85232,2023,2025-06-27 19:46:21.069847,Middle,Moderate Cost
5500000,Wisconsin State,47-2111,Electricians,Electricians,12000,32.1,66767,29.53,61425,43398,53413,83459,100150,2023,2025-06-27 19:46:21.069860,Middle,High Cost
5500000,Wisconsin State,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",8500,30.47,63378,28.03,58307,41195,50702,79222,95067,2023,2025-06-27 19:46:21.069873,Middle,Moderate Cost
5500000,Wisconsin State,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,14000,22.96,47754,21.12,43934,31040,38203,59692,71631,2023,2025-06-27 19:46:21.069887,Low-Middle,Moderate Cost
5500000,Wisconsin State,13-2011,Accountants,Accountants and Auditors,22000,35.21,73228,32.39,67370,47598,58582,91535,109842,2023,2025-06-27 19:46:21.069899,Middle,High Cost
5500000,Wisconsin State,15-1252,Software Developers,Software Developers,15000,47.99,99810,44.15,91825,64876,79848,124763,149715,2023,2025-06-27 19:46:21.069911,High,High Cost
5500000,Wisconsin State,13-1161,Marketing Specialists,Marketing Specialists,12000,30.47,63378,28.03,58307,41195,50702,79222,95067,2023,2025-06-27 19:46:21.069917,Middle,Moderate Cost
5500000,Wisconsin State,41-9022,Real Estate Agents,Real Estate Sales Agents,8000,26.14,54375,24.05,50025,35343,43500,67969,81562,2023,2025-06-27 19:46:21.069925,Middle,Moderate Cost
33340,Milwaukee Msa,11-1021,General Managers,General and Operations Managers,4200,55.9,116266,51.43,106964,75572,93012,145332,174399,2023,2025-06-27 19:46:21.069935,High,High Cost
33340,Milwaukee Msa,11-9051,Food Service Managers,Food Service Managers,1344,30.15,62718,27.74,57700,40766,50174,78397,94077,2023,2025-06-27 19:46:21.069944,Middle,Moderate Cost
33340,Milwaukee Msa,11-9081,Retail Managers,Retail Sales Managers,2016,27.43,57050,25.23,52486,37082,45640,71313,85575,2023,2025-06-27 19:46:21.069954,Middle,Moderate Cost
33340,Milwaukee Msa,11-9021,Construction Managers,Construction Managers,588,51.94,108033,47.78,99390,70221,86426,135041,162050,2023,2025-06-27 19:46:21.069961,High,High Cost
33340,Milwaukee Msa,29-1141,Registered Nurses,Registered Nurses,10920,44.22,91968,40.68,84611,59779,73575,114961,137953,2023,2025-06-27 19:46:21.069969,High,High Cost
33340,Milwaukee Msa,31-9092,Medical Assistants,Medical Assistants,3024,21.49,44703,19.77,41127,29057,35762,55879,67055,2023,2025-06-27 19:46:21.069976,Low-Middle,Moderate Cost
33340,Milwaukee Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5880,17.45,36303,16.06,33398,23597,29042,45378,54454,2023,2025-06-27 19:46:21.069984,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7560,15.14,31496,13.93,28976,20472,25196,39370,47244,2023,2025-06-27 19:46:21.069991,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8736,14.75,30674,13.57,28220,19938,24539,38343,46011,2023,2025-06-27 19:46:21.069999,Low-Middle,Low Cost
33340,Milwaukee Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4704,16.96,35275,15.6,32453,22929,28220,44094,52913,2023,2025-06-27 19:46:21.070007,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3011,Bartenders,Bartenders,2520,15.3,31820,14.07,29274,20683,25456,39775,47730,2023,2025-06-27 19:46:21.070013,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2031,Retail Salespersons,Retail Salespersons,14280,17.4,36183,16.0,33288,23519,28946,45229,54275,2023,2025-06-27 19:46:21.070022,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2011,Cashiers,Cashiers,15960,14.54,30236,13.37,27817,19653,24189,37795,45354,2023,2025-06-27 19:46:21.070029,Low-Middle,Low Cost
33340,Milwaukee Msa,43-4051,Customer Service Reps,Customer Service Representatives,7056,20.57,42787,18.93,39364,27812,34230,53484,64181,2023,2025-06-27 19:46:21.070037,Low-Middle,Moderate Cost
33340,Milwaukee Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1428,18.29,38033,16.82,34990,24721,30426,47542,57050,2023,2025-06-27 19:46:21.070044,Low-Middle,Low Cost
33340,Milwaukee Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,924,24.37,50689,22.42,46634,32948,40551,63362,76034,2023,2025-06-27 19:46:21.070051,Middle,Moderate Cost
33340,Milwaukee Msa,39-9011,Childcare Workers,Childcare Workers,4200,15.98,33230,14.7,30572,21599,26584,41538,49846,2023,2025-06-27 19:46:21.070060,Low-Middle,Low Cost
33340,Milwaukee Msa,47-2031,Carpenters,Carpenters,3024,30.6,63640,28.15,58549,41366,50912,79550,95460,2023,2025-06-27 19:46:21.070066,Middle,Moderate Cost
33340,Milwaukee Msa,47-2111,Electricians,Electricians,2016,35.95,74779,33.08,68796,48606,59823,93474,112168,2023,2025-06-27 19:46:21.070073,Middle,High Cost
33340,Milwaukee Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1428,34.13,70983,31.4,65304,46139,56786,88729,106475,2023,2025-06-27 19:46:21.070079,Middle,High Cost
33340,Milwaukee Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2352,25.71,53484,23.66,49206,34765,42787,66856,80227,2023,2025-06-27 19:46:21.070086,Middle,Moderate Cost
33340,Milwaukee Msa,13-2011,Accountants,Accountants and Auditors,3696,39.43,82015,36.28,75454,53310,65612,102519,123023,2023,2025-06-27 19:46:21.070093,High,High Cost
33340,Milwaukee Msa,15-1252,Software Developers,Software Developers,2520,53.74,111787,49.44,102844,72662,89430,139734,167681,2023,2025-06-27 19:46:21.070101,High,High Cost
33340,Milwaukee Msa,13-1161,Marketing Specialists,Marketing Specialists,2016,34.13,70983,31.4,65304,46139,56786,88729,106475,2023,2025-06-27 19:46:21.070108,Middle,High Cost
33340,Milwaukee Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1344,29.28,60900,26.94,56028,39585,48720,76125,91350,2023,2025-06-27 19:46:21.070115,Middle,Moderate Cost
31540,Madison Msa,11-1021,General Managers,General and Operations Managers,4050,53.9,112113,49.59,103144,72873,89691,140142,168170,2023,2025-06-27 19:46:21.070123,High,High Cost
31540,Madison Msa,11-9051,Food Service Managers,Food Service Managers,1296,29.08,60478,26.75,55639,39310,48382,75597,90717,2023,2025-06-27 19:46:21.070129,Middle,Moderate Cost
31540,Madison Msa,11-9081,Retail Managers,Retail Sales Managers,1944,26.45,55013,24.33,50611,35758,44010,68766,82519,2023,2025-06-27 19:46:21.070136,Middle,Moderate Cost
31540,Madison Msa,11-9021,Construction Managers,Construction Managers,567,50.08,104175,46.08,95841,67713,83340,130218,156262,2023,2025-06-27 19:46:21.070144,High,High Cost
31540,Madison Msa,29-1141,Registered Nurses,Registered Nurses,10530,42.64,88684,39.23,81589,57644,70947,110855,133026,2023,2025-06-27 19:46:21.070152,High,High Cost
31540,Madison Msa,31-9092,Medical Assistants,Medical Assistants,2916,20.72,43106,19.07,39658,28019,34485,53883,64660,2023,2025-06-27 19:46:21.070158,Low-Middle,Moderate Cost
31540,Madison Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5670,16.83,35006,15.48,32206,22754,28005,43758,52509,2023,2025-06-27 19:46:21.070164,Low-Middle,Low Cost
31540,Madison Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7290,14.6,30371,13.43,27941,19741,24297,37964,45556,2023,2025-06-27 19:46:21.070171,Low-Middle,Low Cost
31540,Madison Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8424,14.22,29579,13.08,27212,19226,23663,36973,44368,2023,2025-06-27 19:46:21.070178,Low-Middle,Low Cost
31540,Madison Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4536,16.35,34015,15.05,31294,22110,27212,42519,51023,2023,2025-06-27 19:46:21.070185,Low-Middle,Low Cost
31540,Madison Msa,35-3011,Bartenders,Bartenders,2430,14.75,30683,13.57,28229,19944,24547,38354,46025,2023,2025-06-27 19:46:21.070192,Low-Middle,Low Cost
31540,Madison Msa,41-2031,Retail Salespersons,Retail Salespersons,13770,16.77,34891,15.43,32099,22679,27913,43614,52336,2023,2025-06-27 19:46:21.070200,Low-Middle,Low Cost
31540,Madison Msa,41-2011,Cashiers,Cashiers,15390,14.02,29156,12.9,26823,18951,23325,36445,43734,2023,2025-06-27 19:46:21.070206,Low-Middle,Low Cost
31540,Madison Msa,43-4051,Customer Service Reps,Customer Service Representatives,6804,19.84,41259,18.25,37958,26818,33007,51574,61889,2023,2025-06-27 19:46:21.070213,Low-Middle,Moderate Cost
31540,Madison Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1377,17.63,36675,16.22,33741,23838,29340,45844,55013,2023,2025-06-27 19:46:21.070219,Low-Middle,Low Cost
31540,Madison Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,891,23.5,48879,21.62,44968,31771,39103,61099,73318,2023,2025-06-27 19:46:21.070226,Low-Middle,Moderate Cost
31540,Madison Msa,39-9011,Childcare Workers,Childcare Workers,4050,15.41,32043,14.17,29480,20828,25635,40054,48065,2023,2025-06-27 19:46:21.070233,Low-Middle,Low Cost
31540,Madison Msa,47-2031,Carpenters,Carpenters,2916,29.5,61367,27.14,56458,39888,49094,76709,92051,2023,2025-06-27 19:46:21.070240,Middle,Moderate Cost
31540,Madison Msa,47-2111,Electricians,Electricians,1944,34.67,72108,31.89,66339,46870,57686,90135,108162,2023,2025-06-27 19:46:21.070246,Middle,High Cost
31540,Madison Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1377,32.91,68448,30.28,62972,44491,54758,85560,102672,2023,2025-06-27 19:46:21.070252,Middle,High Cost
31540,Madison Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2268,24.8,51574,22.81,47448,33523,41259,64468,77362,2023,2025-06-27 19:46:21.070259,Middle,Moderate Cost
31540,Madison Msa,13-2011,Accountants,Accountants and Auditors,3564,38.02,79086,34.98,72759,51406,63269,98858,118630,2023,2025-06-27 19:46:21.070264,Middle,High Cost
31540,Madison Msa,15-1252,Software Developers,Software Developers,2430,51.82,107795,47.68,99171,70066,86236,134744,161693,2023,2025-06-27 19:46:21.070271,High,High Cost
31540,Madison Msa,13-1161,Marketing Specialists,Marketing Specialists,1944,32.91,68448,30.28,62972,44491,54758,85560,102672,2023,2025-06-27 19:46:21.070284,Middle,High Cost
31540,Madison Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1296,28.23,58725,25.97,54027,38171,46980,73406,88087,2023,2025-06-27 19:46:21.070290,Middle,Moderate Cost
24580,Green Bay Msa,11-1021,General Managers,General and Operations Managers,3675,48.91,101732,45.0,93594,66126,81386,127166,152599,2023,2025-06-27 19:46:21.070298,High,High Cost
24580,Green Bay Msa,11-9051,Food Service Managers,Food Service Managers,1176,26.38,54878,24.27,50488,35670,43902,68597,82317,2023,2025-06-27 19:46:21.070304,Middle,Moderate Cost
24580,Green Bay Msa,11-9081,Retail Managers,Retail Sales Managers,1764,24.0,49919,22.08,45925,32447,39935,62399,74878,2023,2025-06-27 19:46:21.070313,Middle,Moderate Cost
24580,Green Bay Msa,11-9021,Construction Managers,Construction Managers,514,45.45,94529,41.81,86966,61444,75623,118161,141793,2023,2025-06-27 19:46:21.070319,High,High Cost
24580,Green Bay Msa,29-1141,Registered Nurses,Registered Nurses,9555,38.69,80472,35.59,74034,52307,64378,100590,120709,2023,2025-06-27 19:46:21.070325,Middle,High Cost
24580,Green Bay Msa,31-9092,Medical Assistants,Medical Assistants,2646,18.81,39115,17.3,35986,25425,31292,48894,58673,2023,2025-06-27 19:46:21.070333,Low-Middle,Moderate Cost
24580,Green Bay Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,15.27,31765,14.05,29224,20647,25412,39706,47647,2023,2025-06-27 19:46:21.070339,Low-Middle,Low Cost
24580,Green Bay Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,13.25,27559,12.19,25354,17913,22047,34448,41338,2023,2025-06-27 19:46:21.070346,Low-Middle,Low Cost
24580,Green Bay Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,12.9,26840,11.87,24693,17446,21472,33550,40260,2023,2025-06-27 19:46:21.070351,Low,Low Cost
24580,Green Bay Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4116,14.84,30866,13.65,28396,20063,24693,38582,46299,2023,2025-06-27 19:46:21.070357,Low-Middle,Low Cost
24580,Green Bay Msa,35-3011,Bartenders,Bartenders,2205,13.39,27842,12.32,25615,18097,22274,34803,41764,2023,2025-06-27 19:46:21.070364,Low-Middle,Low Cost
24580,Green Bay Msa,41-2031,Retail Salespersons,Retail Salespersons,12495,15.22,31660,14.0,29127,20579,25328,39575,47490,2023,2025-06-27 19:46:21.070370,Low-Middle,Low Cost
24580,Green Bay Msa,41-2011,Cashiers,Cashiers,13965,12.72,26456,11.7,24340,17196,21165,33071,39685,2023,2025-06-27 19:46:21.070377,Low,Low Cost
24580,Green Bay Msa,43-4051,Customer Service Reps,Customer Service Representatives,6174,18.0,37439,16.56,34444,24335,29951,46799,56159,2023,2025-06-27 19:46:21.070383,Low-Middle,Low Cost
24580,Green Bay Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1249,16.0,33279,14.72,30617,21631,26623,41599,49919,2023,2025-06-27 19:46:21.070389,Low-Middle,Low Cost
24580,Green Bay Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,808,21.32,44353,19.62,40805,28829,35482,55441,66530,2023,2025-06-27 19:46:21.070395,Low-Middle,Moderate Cost
24580,Green Bay Msa,39-9011,Childcare Workers,Childcare Workers,3675,13.98,29076,12.86,26750,18899,23261,36346,43615,2023,2025-06-27 19:46:21.070402,Low-Middle,Low Cost
24580,Green Bay Msa,47-2031,Carpenters,Carpenters,2646,26.77,55685,24.63,51230,36195,44548,69606,83528,2023,2025-06-27 19:46:21.070408,Middle,Moderate Cost
24580,Green Bay Msa,47-2111,Electricians,Electricians,1764,31.46,65431,28.94,60197,42530,52345,81789,98147,2023,2025-06-27 19:46:21.070414,Middle,High Cost
24580,Green Bay Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1249,29.86,62110,27.47,57141,40371,49688,77638,93165,2023,2025-06-27 19:46:21.070423,Middle,Moderate Cost
24580,Green Bay Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2058,22.5,46799,20.7,43055,30419,37439,58499,70198,2023,2025-06-27 19:46:21.070429,Low-Middle,Moderate Cost
24580,Green Bay Msa,13-2011,Accountants,Accountants and Auditors,3234,34.5,71763,31.74,66022,46646,57411,89704,107645,2023,2025-06-27 19:46:21.070436,Middle,High Cost
24580,Green Bay Msa,15-1252,Software Developers,Software Developers,2205,47.03,97814,43.26,89989,63579,78251,122267,146721,2023,2025-06-27 19:46:21.070443,High,High Cost
24580,Green Bay Msa,13-1161,Marketing Specialists,Marketing Specialists,1764,29.86,62110,27.47,57141,40371,49688,77638,93165,2023,2025-06-27 19:46:21.070449,Middle,Moderate Cost
24580,Green Bay Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1176,25.62,53287,23.57,49024,34637,42630,66609,79931,2023,2025-06-27 19:46:21.070455,Middle,Moderate Cost
10900,Appleton Msa,11-1021,General Managers,General and Operations Managers,3675,48.91,101732,45.0,93594,66126,81386,127166,152599,2023,2025-06-27 19:46:21.070463,High,High Cost
10900,Appleton Msa,11-9051,Food Service Managers,Food Service Managers,1176,26.38,54878,24.27,50488,35670,43902,68597,82317,2023,2025-06-27 19:46:21.070470,Middle,Moderate Cost
10900,Appleton Msa,11-9081,Retail Managers,Retail Sales Managers,1764,24.0,49919,22.08,45925,32447,39935,62399,74878,2023,2025-06-27 19:46:21.070477,Middle,Moderate Cost
10900,Appleton Msa,11-9021,Construction Managers,Construction Managers,514,45.45,94529,41.81,86966,61444,75623,118161,141793,2023,2025-06-27 19:46:21.070483,High,High Cost
10900,Appleton Msa,29-1141,Registered Nurses,Registered Nurses,9555,38.69,80472,35.59,74034,52307,64378,100590,120709,2023,2025-06-27 19:46:21.070490,Middle,High Cost
10900,Appleton Msa,31-9092,Medical Assistants,Medical Assistants,2646,18.81,39115,17.3,35986,25425,31292,48894,58673,2023,2025-06-27 19:46:21.070496,Low-Middle,Moderate Cost
10900,Appleton Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,15.27,31765,14.05,29224,20647,25412,39706,47647,2023,2025-06-27 19:46:21.070502,Low-Middle,Low Cost
10900,Appleton Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,13.25,27559,12.19,25354,17913,22047,34448,41338,2023,2025-06-27 19:46:21.070508,Low-Middle,Low Cost
10900,Appleton Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,12.9,26840,11.87,24693,17446,21472,33550,40260,2023,2025-06-27 19:46:21.070515,Low,Low Cost
10900,Appleton Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4116,14.84,30866,13.65,28396,20063,24693,38582,46299,2023,2025-06-27 19:46:21.070551,Low-Middle,Low Cost
10900,Appleton Msa,35-3011,Bartenders,Bartenders,2205,13.39,27842,12.32,25615,18097,22274,34803,41764,2023,2025-06-27 19:46:21.070558,Low-Middle,Low Cost
10900,Appleton Msa,41-2031,Retail Salespersons,Retail Salespersons,12495,15.22,31660,14.0,29127,20579,25328,39575,47490,2023,2025-06-27 19:46:21.070565,Low-Middle,Low Cost
10900,Appleton Msa,41-2011,Cashiers,Cashiers,13965,12.72,26456,11.7,24340,17196,21165,33071,39685,2023,2025-06-27 19:46:21.070571,Low,Low Cost
10900,Appleton Msa,43-4051,Customer Service Reps,Customer Service Representatives,6174,18.0,37439,16.56,34444,24335,29951,46799,56159,2023,2025-06-27 19:46:21.070577,Low-Middle,Low Cost
10900,Appleton Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1249,16.0,33279,14.72,30617,21631,26623,41599,49919,2023,2025-06-27 19:46:21.070583,Low-Middle,Low Cost
10900,Appleton Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,808,21.32,44353,19.62,40805,28829,35482,55441,66530,2023,2025-06-27 19:46:21.070593,Low-Middle,Moderate Cost
10900,Appleton Msa,39-9011,Childcare Workers,Childcare Workers,3675,13.98,29076,12.86,26750,18899,23261,36346,43615,2023,2025-06-27 19:46:21.070599,Low-Middle,Low Cost
10900,Appleton Msa,47-2031,Carpenters,Carpenters,2646,26.77,55685,24.63,51230,36195,44548,69606,83528,2023,2025-06-27 19:46:21.070606,Middle,Moderate Cost
10900,Appleton Msa,47-2111,Electricians,Electricians,1764,31.46,65431,28.94,60197,42530,52345,81789,98147,2023,2025-06-27 19:46:21.070612,Middle,High Cost
10900,Appleton Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1249,29.86,62110,27.47,57141,40371,49688,77638,93165,2023,2025-06-27 19:46:21.070618,Middle,Moderate Cost
10900,Appleton Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2058,22.5,46799,20.7,43055,30419,37439,58499,70198,2023,2025-06-27 19:46:21.070625,Low-Middle,Moderate Cost
10900,Appleton Msa,13-2011,Accountants,Accountants and Auditors,3234,34.5,71763,31.74,66022,46646,57411,89704,107645,2023,2025-06-27 19:46:21.070631,Middle,High Cost
